問題発見日,記入者,ユニットコード,図品番,不具合内容,対策内容,発生タイミング,項目,設計回答日,設計回答者,完了予定日,図面修正完了日,対策品集合日,対策完了日,blank,SEで見切るべき,SEで見れない,設計未対応,発生タイミング,項目,サイレン,組付課名,管理番号,製作番号,基盤,設備名,日付差,対策完了日,担当組付課,機種コード,担当設計室
2025/4/21,中村,GXZ121,,下部からの押さえが接触しているのか確認できない。,"ウエイトの昇降位置を見ることで代用とします。
ウエイト高さに目盛を取付予定です。
→ウエイトにスケールシール（FST-V-C）を貼りました",MR確認会,作業性,2025/4/22,澤野,2025/5/16,2025/5/16,2025/6/10,2025/6/10,,,,,MR確認会,作業性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,20,2025/5/16,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ121,,基準ピンの操作バーがボルトと干渉している,設計途中でした。修正済です。,MR確認会,干渉テック漏れ,2025/5/15,澤野,2025/5/15,2025/5/15,2025/6/10,2025/6/10,,,,,MR確認会,干渉テック漏れ,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,19,2025/5/15,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ121,,ラフガイドの範囲内であればワークは必ず基準ピンですくえますか？,"すくえます。
基準ピンは±4.5mmズレを吸収できて、ラフガイドは±3mmに収めます。",MR確認会,設備品質,2025/4/22,近藤,,,,2025/4/22,,,,,MR確認会,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,,,センサーにワークなどぶつけないようなガードが欲しいです,ガード設計中です。,MR確認会,設備品質,2025/4/22,近藤,,,,2025/6/10,,,,,MR確認会,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ123,34,ハンドルの延長線上に配管がある,ハンドルの設計変更中です。,MR確認会,作業性,2025/4/22,近藤,,,,2025/5/15,,,,,MR確認会,作業性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ121,,ワーク上のNクランプ操作時にラフガイドに身体をひっかける,"ラフガイドに面取りor保護カバー付けます
→角Rをつけました",MR確認会,安全性,2025/4/22,澤野,2025/5/16,2025/5/16,2025/6/10,2025/6/10,,,,,MR確認会,安全性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,20,2025/5/16,QEF11,AZ1024,QE450
2025/4/21,中村,CAU115,,センサー類のゼロセット用マスターが必要になります,ワークをマスターにする予定です,MR確認会,設備品質,2025/5/15,近藤,,,,2025/6/10,,,,,MR確認会,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ121,,油圧ポンプ操作時の必要な力を教えてください。,最大で約20Nです。,MR確認会,作業性,2025/4/22,近藤,,,,2025/4/22,,,,,MR確認会,作業性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ121,,油圧の継手にアクセス不可（エアー抜きのために上にしているとおもいますが、横でいいと思います,シリンダ90度変更後取り回し変更します,MR確認会,作業性,2025/4/22,池田,,,,2025/5/8,,,,,MR確認会,作業性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,HWD184,,ベースの据付基準の三角マーク要りませんか？,設定しました。,MR確認会,設備品質,2025/5/6,近藤,2025/5/6,2025/5/6,,2025/5/15,,,,,MR確認会,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,12,2025/5/6,QEF11,AZ1024,QE450
2025/4/21,中村,GXZ121,,基準ピン操作部のストッパー不要ですか？,配置しました,MR確認会,設備品質,2025/5/15,澤野,2025/5/16,2025/5/16,2025/6/10,2025/6/10,,,,,MR確認会,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,20,2025/5/16,QEF11,AZ1024,QE450
2025/4/21,中村,,,最低作動圧はいくつでしょうか,ナチュラルクランプは2.5MPa、油圧シリンダは0.3MPaです。,MR確認会,懸念事項,2025/4/22,近藤,,,,2025/4/22,,,,,MR確認会,懸念事項,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/21,中村,補機,,ロードセルの配線も３D折込お願いします,ロードセルは常設するわけではないため、3D配線実施予定ありません。,MR確認会,設備品質,2025/4/22,近藤,,,,2025/4/22,,,,,MR確認会,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,62,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,中村,全体,,中国TPで問題なく動作確認できますか？TPの違いによる対応必要ありませんか？,"7/11にTP支給予定です。
それまではRr#2のTPでできる確認のみ進めます。",ＳＥ,懸念事項,2025/5/15,近藤,,,,2025/6/10,,,,,ＳＥ,懸念事項,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,61,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,中村,GXZ123,,フレノリンクA-30がついていますが、もっとサイズ落とせると思いますので必要最小限でお願いします,A-20にします,ＳＥ,作業性,2025/4/23,清水,,,,2025/5/15,,,,,ＳＥ,作業性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,61,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,中村,GXZ123,,吊り穴4箇所で十分でないでしょうか？,４か所にします（ｻｽﾀﾜｰ矯正ACF204との共吊りを検討していました）,ＳＥ,コスト,2025/4/23,清水,,,,2025/5/15,,,,,ＳＥ,コスト,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,61,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,中村,全体,,Nクランプはワークに当たる軸側をロックしないので、実質ロードセル部のひずみ・がた分は動けますが微量のためOKという判断でよかったでしょうか,"はい、そうです。
また、ひずみの原因であるロードセルは常設でなく、データ取りしたい時のみ設置します。",ＳＥ,懸念事項,2025/4/22,近藤,,,,2025/4/22,,,,,ＳＥ,懸念事項,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,61,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,中村,GXZ123,,サスタワー内側Nクランプ動作用のボールねじ部の動作端メカストは調整レスになりませんか,"クランプ動作用の機構変更完了しました。
極力調整レスにしました。",ＳＥ,コスト,2025/5/15,近藤,,2025/5/15,,2025/6/10,,,,,ＳＥ,コスト,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,61,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,中村,GXZ123,,サスタワー内側のNクランプは4軸とも同じストロークでしか動けませんが問題ないのでしょうか,リンクを使ったフロート機構で、4軸が別々に動いてワーク形状になじんで接触します。,ＳＥ,懸念事項,2025/4/22,近藤,,2025/5/15,,2025/5/15,,,,,ＳＥ,懸念事項,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,61,2025/7/15,QEF11,AZ1024,QE450
2025/4/22,井藤,ACF203,,ロッカー矯正部のセンサーブラケット横に取り付けてあるガイドピン(RGPNS10-40)のようなものの用途を教えてください。,位相決めるための回り止めです。,ＳＥ,設備品質,2025/5/15,近藤,2025/5/16,2025/5/16,,2025/6/10,,,,,ＳＥ,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,19,2025/5/16,QEF11,AZ1024,QE450
2025/6/9,中村,GXZ121,GXZ121-010,取っ手のシャフトの不完全ねじ部により端まで締付できない,ワッシャーをかませて対応,総組付,設計不良,2025/6/13,澤野,2025/6/12,2025/6/17,2025/6/12,2025/6/12,,,,,総組付,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,4,2025/6/12,QEF11,AZ1024,QE450
2025/6/10,杉浦,XKE107,,"バルブ固定用ナットが手配されていない
（オプション扱い）",手配（XKE107　CN-2　正規ナット+代替品）,ユニット,設計不良,2025/6/10,近藤,2025/6/19,,,2025/6/26,,,,,ユニット,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,8,2025/6/19,QEF11,AZ1024,QE450
2025/6/10,杉浦,ACF204,ACF204-016K,メビー品（M8穴→φ８穴になっている）,追加工（ヘリサート）,ユニット,設計不良,2025/6/10,近藤,,,,2025/6/26,,,,,ユニット,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,26,2025/7/15,QEF11,AZ1024,QE450
2025/6/10,杉浦,XKE107,XKE107ー００６K,図面と現物が形状違う（穴がない）,現状でOK（埋栓部の為）,ユニット,,2025/6/10,近藤,2025/6/10,,,2025/6/10,,,,,ユニット,,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,1,2025/6/10,QEF11,AZ1024,QE450
2025/6/12,杉浦,GXZ123,GXZ123-043K,RBLB8（右ネジ）　LBRBF8-150（左右ネジ）,"左右ねじのため片側入らない
⇒対策品手配します（CN-5）",ユニット,設計不良,2025/6/13,澤野,2025/6/13,2025/6/13,2025/6/17,2025/6/26,,,,,ユニット,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,2,2025/6/13,QEF11,AZ1024,QE450
2025/6/12,浅野,GXZ123,GXZ121-033,積み上げ公差の関係？でクランパーが入らない,"GZX121-033を追加工（再調整不可能の場合）
⇒設計上公差関係OK（リンクのショット図をご確認ください）で、加工品もマイクロゲージで測定すると、公差指示通りのことを確認（中村さん）、圧入時にけずれたブッシュ欠片が隙間に挟まっていて圧入ブッシュが浮いていることが原因と想定⇒再度圧入し、隙間埋まらなければ、厚さ測定後受け側を追加工依頼とさせてください",総組付,組付不良,2025/6/12,澤野,,,,2025/6/26,,,,,総組付,組付不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,24,2025/7/15,QEF11,AZ1024,QE450
2025/6/11,浅野,GXZ121,GXZ121-000,ミスミ購入品のPSFGD20-218-F12-B8-P8-N8-WSC30-X30のシャフトのネジ部の逃がしがないため相手部品に面着しない,シャフトと相手部品の間にワッシャーを入れて対応,総組付,設計不良,2025/6/11,澤野,2025/6/12,2025/6/25,2025/6/12,2025/6/12,,,,,総組付,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,2,2025/6/12,QEF11,AZ1024,QE450
2025/6/12,井藤,ACF203,ACF203-007K,"タップ深さに対してボルトが長いため締結できない
※Lh側のみ","Lh側のボルト長さを変更しました
（M4×１２→M4×１０）
→対応ありがとうございます。図面上ねじのかかりがノミナル寸法7.8mmに対して、有効ねじ深さ8mmなので、一般公差の4部品の積上げで外れてしまったのだと思います（設計不備です、すいません…）",総組付,設計不良,2025/6/13,澤野,2025/6/12,2025/6/25,2025/6/12,2025/6/12,,,,,総組付,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,1,2025/6/12,QEF11,AZ1024,QE450
2025/6/13,中村,GXZ121,GXZ121-014,位置決めピンの位置が壁と近く、また壁も高いので工具の高さも足りず圧入作業がとてもしにくい,"ご指摘ありがとうございます！
作業しずらい設計してすいません…
次回以降段付きピンにして圧入作業をなくす設計にします。",総組付,保全性,2025/6/16,澤野,2025/6/25,,,2025/6/26,,,,,総組付,保全性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,9,2025/6/25,QEF11,AZ1024,QE450
2025/6/16,浅野,ZHA116,ZHA116-000,BMTFNA3-Q2N-R2N-S2N-G3N-K3Nに付く継ぎ手のサイズが違っていて入らない,アダプター手配（在庫より）,配管作業,設計不良,2025/0616,池田,2025/6/16,2025/0616,2025/0616,2025/0616,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,1,2025/6/16,QEF11,AZ1024,QE450
2025/6/16,浅野,ZXA149,ZXA149-014K,継手NSMFF03と配管の大きさが合わず付けれない,ブッシュを入れて対応,配管作業,設計不良,2025/0616,池田,2025/6/20,2025/0616,2025/6/20,2025/6/20,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/6/20,QEF11,AZ1024,QE450
2025/6/16,浅野,ZHA116,ZZA116-000,モデルで2のホース側に3のカプラがついていて取り付けできない,２のカプラを発注,配管作業,設計不良,2025/6/16,池田,2025/6/20,2025/0616,2025/6/20,2025/6/20,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/6/20,QEF11,AZ1024,QE450
2025/6/16,浅野,,P-4,手動ポンプのリターン側のネジがモデルよりも実物が小さく、手配された継ぎ手が入らない,継手手配,配管作業,設計不良,2025/0616,池田,2025/6/20,2025/0616,2025/6/20,2025/6/20,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/6/20,QEF11,AZ1024,QE450
2025/6/17,中村,全体,,ロードセルの配線出口のエッジで線が切れる恐れあり→面取りなど欲しかったです,テープで線を保護,配管作業,設備品質,2025/7/2,澤野,2025/7/2,,,2025/7/2,,,,,配管作業,設備品質,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,12,2025/7/2,QEF11,AZ1024,QE450
2025/6/17,浅野,GXZ123,GXZ123-013K,油圧クランプの向きが反対で配管がつけれない,"モデル不備すいません…
配管モデルが正ですので、申し訳ないですが反対に組み直しをおねがいします（浅野さんに相談済6/17)",配管作業,設計不良,2025/6/17,澤野,2025/7/1,,,2025/7/2,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,11,2025/7/1,QEF11,AZ1024,QE450
2025/6/20,中村,HWD184,,"据付基準の三角マークをベース下部には記入できない（天板の方がはみ出している為）
そのため天板側面に三角マークを記入するが、右側面にはアースバーが下げ振りと干渉する位置にある",据付時にアースバーを取り外して対応でお願いします,配管作業,設計不良,2025/7/2,澤野,2025/7/2,,,2025/7/2,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,9,2025/7/2,QEF11,AZ1024,QE450
2025/6/23,中村,全体,,Nクランプ軸が回転してしまうとロードセル配線が切れる恐れあり,対策不要,配管作業,設計不良,2025/7/2,澤野,2025/7/4,,,2025/7/8,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,10,2025/7/4,QEF11,AZ1024,QE450
2025/6/26,中村,ASH,,レギュレータから圧が抜けていく,チェック弁追加します,配管作業,設計不良,2025/7/2,澤野,2025/7/2,,2025/7/2,2025/7/2,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/7/2,QEF11,AZ1024,QE450
2025/6/26,中村,ASH,,バルブ中立でPとRへ油が流れる,チェック弁追加します,配管作業,設計不良,2025/7/2,澤野,2025/7/2,,2025/7/2,2025/7/2,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/7/2,QEF11,AZ1024,QE450
2025/6/26,中村,ASH,,↑の関係でNクランプのロック圧力（圧力計の値）も落ちる,チェック弁追加します,配管作業,設計不良,2025/7/2,澤野,2025/7/2,,2025/7/2,2025/7/2,,,,,配管作業,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/7/2,QEF11,AZ1024,QE450
2025/6/27,中村,ASH,,油圧ポンプ下にロードセルAMPを配置するが、油が垂れた場合に破損させる恐れがある,保護カバー手配します,機器調整,懸念事項,2025/7/2,澤野,2025/7/4,,2025/7/4,2025/7/8,,,,,機器調整,懸念事項,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,6,2025/7/4,QEF11,AZ1024,QE450
2025/6/27,中村,GXZ123,,シフターの固定ボルトの掛かりが１ｄ無い,"ボルト長さ変更
→ボルトを抜かなくていいように周辺部品含め修正に変更(7/7)",機器調整,設計不良,2025/7/2,澤野,2025/7/14,2025/7/9,2025/7/14,2025/7/15,,,,,機器調整,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,12,2025/7/14,QEF11,AZ1024,QE450
2025/7/1,中村,GXZ121,,RrZクランプ操作用の取っ手が回転するため手を滑らせて落としてしまう恐れがある,回らないものに変更,造り込み,安全性,2025/7/2,澤野,2025/7/7,2025/7/2,2025/7/7,2025/7/3,,,,,造り込み,安全性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,5,2025/7/7,QEF11,AZ1024,QE450
2025/7/1,中村,GXZ121,,FrZクランプ挟まる危険性あり,取手を長いものに変更,造り込み,安全性,2025/7/2,澤野,2025/7/4,2025/7/2,2025/7/4,2025/7/3,,,,,造り込み,安全性,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,4,2025/7/4,QEF11,AZ1024,QE450
2025/7/1,中村,XKE107,,パネコン取付BKTが届かない,meviyで製作します,総組付,設計不良,2025/7/2,澤野,2025/7/3,2025/7/2,2025/7/3,2025/7/3,,,,,総組付,設計不良,,第1組付課,61739KS,21864,AZ1024,Rr矯正手作業機,3,2025/7/3,QEF11,AZ1024,QE450
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第1組付課,9W70340,21173,,ＳＣＣＳレーザーヘッドテーブル開閉機構評価,1,2000/4/3,QEF12,BJ1002,0:00:00
2025/3/17,佐藤,AVA151,AVA151-001,アルミフレームキャップがフレームに取付かない,正規品を再発注,総組付,設計不良,2025/3/19,中村,2025/3/21,,,,,,,,総組付,設計不良,,第1組付課,9W70340,21173,,ＳＣＣＳレーザーヘッドテーブル開閉機構評価,5,2025/3/21,QEF12,BJ1002,0:00:00
2025/3/18,佐藤,AVA151,AVA151-001,LMガイドグリスニップルが取付径が違い取付かない,既存で付いてたグリスニップルを使用,総組付,設計不良,2025/3/18,中村,2025/3/18,,,2025/3/18,,,,,総組付,設計不良,,第1組付課,9W70340,21173,,ＳＣＣＳレーザーヘッドテーブル開閉機構評価,1,2025/3/18,QEF12,BJ1002,0:00:00
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第2組付課,9W70390,21830,,SCCS1次圧入手治具,1,2000/4/3,QEF12,BK1001,QE630
2025/3/11,宮本,CAN137,16,017との肩当て部に隙間が出来る,"ボルト締結穴位置がずれていた為（加工不良）
穴を0.5mm拡大（追加工）",総組付,加工ミス（内製）,2025/3/12,向井,2025/3/14,,2025/3/12,2025/3/14,,,,,総組付,加工ミス（内製）,,第2組付課,9W70390,21830,,SCCS1次圧入手治具,4,2025/3/14,QEF12,BK1001,QE630
2025/3/12,宮本,CAN137,16,0.45mm反っている,手作業にて反りを修正,総組付,加工ミス（内製）,2025/3/13,向井,2025/3/14,,2025/3/14,2025/3/14,,,,,総組付,加工ミス（内製）,,第2組付課,9W70390,21830,,SCCS1次圧入手治具,3,2025/3/14,QEF12,BK1001,QE630
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第1組付課,9AF0554,22304,,SCCS円環整列,1,2000/4/3,QEF12,BK1002,0:00:00
2025/10/27,田中,CAL325,8,"LMガイド抜け防止用ボルト取付穴が空いていない
３Ｄモデルにはあるが２Ｄ加工図面になし",,ユニット組付,加工ミス（外注）,,,,,,,,,,,ユニット組付,加工ミス（外注）,大,第1組付課,9AF0554,22304,,SCCS円環整列,4,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,田中,CFD106,9,CFD106-009(MVBLK-SSB-494-1YUHW-L）のノック穴Φ６H７が貫通していない（下穴のみ貫通）,"手リーマで対応
図面修正要",ユニット組付,設計ミス,2025/10/28,方井,,,ー,2025/10/28,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,田中,CFD106,10,ハンドのダイヤピンが設変になっているが手配忘れている,手配します,ユニット組付,設計手配漏れ,2025/10/28,方井,,2025/10/28,2025/11/3,,,,,,ユニット組付,設計手配漏れ,,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,本多,CAL325,38,027部品の位置決めピン穴が無く位置決め不可,位置決め無でOK(設計了承),ユニット組付,設計ミス,2025/10/28,茨木,,,,2025/10/28,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,本多,CAL325,10,"LMガイドブロックのニップル取付穴がストレートで
ニップル取付不可",ニップル無でOK(設計了承),ユニット組付,設計ミス,2025/10/28,茨木,,,,2025/10/28,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,相見,CAL325,21,ブロックの位置決めが無い,総組付けでワークパレット側のガイドに合わせて位置を調整するため仮締めでOK,ユニット組付,懸念事項,2025/10/28,茨木,,,,,,,,,ユニット組付,懸念事項,,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,相見,CAL325,15,"測定子に番号が割り振ってあるが
取り付け位置、位相の指示があるか不明",,ユニット組付,懸念事項,,,,,,,,,,,ユニット組付,懸念事項,大,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/28,相見,CAL325,504K,"ブラケットのねじ穴がM6になっているため
エアノズルの組付けができない",M5のものを再手配,ユニット組付,設計ミス,2025/10/29,方井,,2025/10/29,2025/11/3,,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,3,2025/10/30,QEF12,BK1002,0:00:00
2025/10/29,本多,CAL325,10,ストップピン取付部品形状が手配品とモデルで異なる,モデルの物を手配,ユニット組付,設計ミス,2025/10/29,方井,,2025/10/29,2025/11/3,,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,2,2025/10/30,QEF12,BK1002,0:00:00
2025/10/29,本多,CAL325,10,カップリング内径と取付けるシャフト径が異なる,ボールねじ側φ６の物を手配,ユニット組付,設計ミス,2025/10/29,方井,,2025/10/29,2025/11/3,,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,2,2025/10/30,QEF12,BK1002,0:00:00
2025/10/29,本多,CAL325,10,吊穴がモデルには有、現物には無かった,手持ちで作業対応,ユニット組付,設計ミス,,,,,,,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,2,2025/10/30,QEF12,BK1002,0:00:00
2025/10/30,田中,CAL325,FKB463-004,ボールネジスライダー固定ブロックの位置決めがピン１本しかないので回転してしまい位置が決まらない。このままボールネジを連結すると摺動抵抗が大きくで動かなくなる,暫定）ボールネジのスライダーに合わせてボルトを締め直し,ユニット組付,設計ミス,,,,,,,,,,,ユニット組付,設計ミス,,第1組付課,9AF0554,22304,,SCCS円環整列,1,2025/10/30,QEF12,BK1002,0:00:00
2000/4/1,田中,10_巻出,VGK324,緊急脱出用取っ手無し,"取っ手追加
設変番号：B7-3",総組付,設計不良,2000/4/1,佐藤,2000/4/3,2000/4/4,2000/4/7,2000/4/8,,,,,総組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,1,2000/4/3,QEF12,BK1005,QE630
2025/12/8,丸本,BHA633(コイル挿入),9,"TA-BA-4X12のボルトが６本図面にあるのに対し
１本しか手配されていない。
→工在から補充しました。",モデル修正します,U組付,要望,2025/12/11,島本SN,2025/12/12,,,2025/12/11,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,5,2025/12/12,QEF12,BK1005,QE630
2025/12/8,丸本,BHA633(コイル挿入),9,"TA-BA-4X12を締付時、反力を受ける場所がない
→減速機側で固定して締付。次回は二面・六角穴を設けてください",対応します,U組付,要望,2025/12/11,島本SN,2025/12/12,,,2025/12/11,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,5,2025/12/12,QEF12,BK1005,QE630
2025/12/8,相見,BHA633(コイル挿入),5,2-Φ8H7穴の面取りの大きさがモデルと違う,面取り手仕上げにて追加願います。厳しければ加工に送り返しで,U組付,加工ミス（内製）,2025/12/11,島本SN,2025/12/12,,,2025/12/11,,,,,U組付,加工ミス（内製）,,第2組付課,9W70435,22246,,P3コイル挿入手治具,5,2025/12/12,QEF12,BK1005,QE630
2025/12/8,丸本,BHA633(コイル挿入),TCH432-002,"カムフォロワーのロック角穴が小さい為、標準レンチだと入らない。
実証機では外径側に合わせて頂けるとありがたいです",また相談させてください,U組付,要望,2025/12/11,島本SN,2025/12/11,,,2025/12/11,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,4,2025/12/11,QEF12,BK1005,QE630
2025/12/9,高山EX,BHA633(コイル挿入),22,ﾌﾟﾚｰﾄはﾋﾟﾝ穴加工となっているのにﾓﾃﾞﾙはﾎﾞﾙﾄ締結となっている,今回は部品なしで、号口ではタップ穴に変更します,U組付,要望,2025/12/11,島本SN,2025/12/11,,,2025/12/11,,,,,U組付,要望,,第2組付課,9W70435,22246,,P3コイル挿入手治具,3,2025/12/11,QEF12,BK1005,QE630
2025/12/9,高山EX,BHA633(コイル挿入),8,肩当てﾋﾟﾝを固定するﾎﾞﾙﾄを締結する際にﾋﾟﾝが共回りする為､ﾄﾙｸをかけて締結できない,号口品は下のブロックにピン穴つけて止まり穴にします,U組付,設計不良,2025/12/11,島本SN,2026/4/1,,,2026/4/1,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,82,2026/4/1,QEF12,BK1005,QE630
2025/12/9,丸本,BHA633(コイル挿入),"００８
018","ボルト（TA-BA-5X25）の締結時、ザクツする恐れ
→平ワッシャを入れました。",ありがとうございます、モデルにも追加します,U組付,設計不良,2025/12/11,島本SN,2025/12/12,,,2025/12/15,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,4,2025/12/12,QEF12,BK1005,QE630
2025/12/10,高山EX,CAU128（ﾏｽﾀｰ),7,CAU128-007の締結ﾎﾞﾙﾄが長くLMのﾚｰﾙにあたる為､M5×25→M5×18に変更しました。,モデル反映します,U組付,設計不良,2025/12/11,島本SN,2025/12/12,,,2025/12/12,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,3,2025/12/12,QEF12,BK1005,QE630
2025/12/10,高山EX,BHA633(コイル挿入),9,ボールねじ平行度･軸心の測定で規格｢0.03｣に対して縦方向｢0.22｣横方向｢0.14｣となっている,重力で垂れてしまっているので、LMの摺動が極端に悪くならないようナットを組んでいただきたいです,U組付,設計不良,2025/12/11,島本SN,2025/12/11,,,2025/12/15,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/11,QEF12,BK1005,QE630
2025/12/10,丸本,BHA633(コイル挿入),25,カムリングがハードストッパに当たる前に008と干渉,ピッチずらして対応願います,U組付,設計不良,2025/12/11,島本SN,2025/12/11,,,2025/12/11,,,,,U組付,設計不良,,第2組付課,9W70435,22246,,P3コイル挿入手治具,2,2025/12/11,QEF12,BK1005,QE630
